modelversion,watershedID,iteration,infiltration1,infiltration2,infiltration3,quickflow1,quickflow2,quickflow3,aet1,aet2,aet3,baseflow1,baseflow2,baseflow3,snowbalance1,snowbalance2,snowbalance3,pet1,pet2,pet3,potmelt1,potmelt2,potmelt3
0,1,15,0.932102282807152,0.000465607780877346,0.0674321094119705,0.0532607011431289,0.381003396583712,0.565735902273159,0.7832354,0.2167646,NA,0.2163107,0.7836893,NA,0.197050624260782,0.795756635526284,0.00719274021293437,1,NA,NA,1,NA,NA
0,1,16,0.959634172868626,2.91121453440006e-06,0.0403629159168399,0.232646691542937,0.505931383331911,0.261421925125152,0.4954864,0.5045136,NA,0.000254655600000042,0.9997453444,NA,0.316446637050186,0.144058256043647,0.539495106906167,1,NA,NA,1,NA,NA
0,1,17,0.57207418867285,0.425603629119403,0.00232218220774794,0.897644247841169,0.000733676000610783,0.10162207615822,0.8224877,0.1775123,NA,0.0443009,0.9556991,NA,0.378401254827521,0.123292121988977,0.498306623183502,1,NA,NA,1,NA,NA
0,1,18,0.969538548951175,9.12174243947285e-05,0.0303702336244306,0.247846491731907,0.28614988240832,0.466003625859773,0.8706122,0.1293878,NA,0.05595962,0.94404038,NA,0.351922072586946,0.0313886045280089,0.616689322885045,1,NA,NA,1,NA,NA
0,1,19,0.520148773055648,0.479305204233212,0.000546022711140015,0.863862202162662,0.00508759883608928,0.131050199001249,0.8739794,0.1260206,NA,0.1430122,0.8569878,NA,0.148557459366752,0.430559933130789,0.420882607502459,1,NA,NA,1,NA,NA
0,1,20,0.936000781254768,0.000152895797562047,0.0638463229476698,0.810841072111306,0.000533810845157236,0.188625117043536,0.7833094,0.2166906,NA,0.01420681,0.98579319,NA,0.383932552393815,0.0356779875774698,0.580389460028716,1,NA,NA,1,NA,NA
0,2,1,0.737540098300712,0.258673287713512,0.00378661398577629,0.434706713289464,0.00225393569689242,0.563039351013643,0.5751773,0.4248227,NA,0.3490628,0.6509372,NA,0.171331851704194,0.825340797079954,0.00332735121585215,1,NA,NA,1,NA,NA
0,2,2,0.162110687501028,0.836544500152411,0.00134481234656081,0.268020082242689,0.0417981833655032,0.690181734391808,0.8254504,0.1745496,NA,0.07403495,0.92596505,NA,0.224009665008642,0.775368456336896,0.00062187865446206,1,NA,NA,1,NA,NA
0,2,3,0.148657530719864,0.849625907459327,0.00171656182080948,0.34555626674251,0.250016354083879,0.404427379173611,0.9218232,0.0781768,NA,0.2687939,0.7312061,NA,0.181678669470238,0.816258915280428,0.00206241524933415,1,NA,NA,1,NA,NA
0,2,4,0.236995740509924,0.762073241692647,0.000931017797429767,0.511174673323896,0.155897150834196,0.332928175841908,0.9698686,0.0301314,NA,0.72585,0.27415,NA,0.877061804145335,0.122830489701277,0.000107706153388287,1,NA,NA,1,NA,NA
0,2,5,0.476320040482739,0.522374111170209,0.00130584834705227,0.194242406179129,0.797929497645383,0.00782809617548852,0.959701,0.040299,NA,0.7307169,0.2692831,NA,0.179320403567872,0.818468275259541,0.00221132117258638,1,NA,NA,1,NA,NA
0,2,6,0.29998100025785,0.624097949111815,0.0759210506303347,0.332566033228755,0.327463394090563,0.339970572680683,0.6987193,0.3012807,NA,0.08424125,0.91575875,NA,0.295238409105604,0.703311262016495,0.00145032887790153,1,NA,NA,1,NA,NA
0,2,7,0.380982956615894,0.614117337780608,0.00489970560349817,0.233398473781848,0.317191117312143,0.449410408906009,0.7607264,0.2392736,NA,0.01216255,0.98783745,NA,0.217567638706067,0.780162368527347,0.00226999276658602,1,NA,NA,1,NA,NA
0,2,8,0.608703181714954,0.390453143215141,0.000843675069904348,0.133555252771419,0.594000467421349,0.272444279807232,0.9657118,0.0342882,NA,0.2809711,0.7190289,NA,0.209995000015823,0.789826458854181,0.000178541129996379,1,NA,NA,1,NA,NA
0,2,9,0.613323649546549,0.386107897550649,0.000568452902801608,0.366864232569349,0.628555473348328,0.00458029408232363,0.686545,0.313455,NA,0.9295382,0.0704618,NA,0.148202899746659,0.851103567054315,0.000693533199026208,1,NA,NA,1,NA,NA
0,2,10,0.971659216665731,0.00944258219131191,0.0188982011429576,0.356666960276406,0.468103080029849,0.175229959693745,0.6883121,0.3116879,NA,0.7736508,0.2263492,NA,0.159136455778942,0.106630746906217,0.734232797314842,1,NA,NA,1,NA,NA
0,2,11,0.645371743934582,0.353447237584244,0.00118101848117469,0.459845577635432,0.060304568206932,0.479849854157636,0.9399961,0.0600039,NA,0.6753942,0.3246058,NA,0.186081638000469,0.81140791220378,0.00251044979575132,1,NA,NA,1,NA,NA
0,2,12,0.92545538248807,0.0739899011951769,0.000554716316753301,0.573456918940185,0.257634622872923,0.168908458186892,0.2106831,0.7893169,NA,0.4702601,0.5297399,NA,0.217022861125563,0.000826938956290826,0.782150199918146,1,NA,NA,1,NA,NA
0,2,13,0.192005631207742,0.802925820116825,0.00506854867543383,0.319581231887303,0.251691188963126,0.428727579149571,0.9235876,0.0764124,NA,0.7725609,0.2274391,NA,0.272614888796863,0.723291169581752,0.00409394162138466,1,NA,NA,1,NA,NA
0,2,14,0.858789164721683,0.00117167671257239,0.140039158565745,0.508123287804759,0.317956435726016,0.173920276469225,0.02496164,0.97503836,NA,0.0137359,0.9862641,NA,0.419736008354818,0.579782430558516,0.000481561086666416,1,NA,NA,1,NA,NA
0,2,15,0.173600762343043,0.82567465080538,0.000724586851577613,0.0207191056698799,0.302502218532721,0.6767786757974,0.9317488,0.0682512,NA,0.29103,0.70897,NA,0.177792118743684,0.821282486285962,0.000925394970353932,1,NA,NA,1,NA,NA
0,2,16,0.614528600282719,0.384352299149622,0.00111910056765918,0.196689412493524,0.442550148810959,0.360760438695517,0.5188733,0.4811267,NA,0.4919347,0.5080653,NA,0.180171786286908,0.815991417672915,0.00383679604017728,1,NA,NA,1,NA,NA
0,2,17,0.922401030934683,0.000349061968166105,0.0772499070971505,0.479223560440759,0.000668959209224335,0.520107480350017,0.8416133,0.1583867,NA,0.02517623,0.97482377,NA,0.237833548363614,0.761829650281408,0.000336801354978156,1,NA,NA,1,NA,NA
0,2,18,0.960964119069759,0.0163837144529387,0.0226521664773025,0.661423568451671,0.00370946708439369,0.334866964463935,0.702546,0.297454,NA,0.8920797,0.1079203,NA,0.43591755921674,0.050074483877762,0.514007956905498,1,NA,NA,1,NA,NA
0,2,19,0.109922980860645,0.871202312894592,0.0188747062447634,0.286732728915731,0.481807904667251,0.231459366417017,0.8666118,0.1333882,NA,0.5346405,0.4653595,NA,0.27353830107844,0.726120915738596,0.000340783182964155,1,NA,NA,1,NA,NA
0,2,20,0.925427216761073,0.000820965059126858,0.0737518181798,0.334191243674281,0.0948075715334982,0.57100118479222,0.6785579,0.3214421,NA,0.0136277,0.9863723,NA,0.152505221255022,0.226408484390155,0.621086294354824,1,NA,NA,1,NA,NA
0,3,1,0.976656906803083,0.0184856756197571,0.00485741757716007,0.11858000930317,0.237653041275631,0.643766949421199,0.4063609,0.5936391,NA,0.017065,0.982935,NA,0.162681362920901,0.836912872467571,0.000405764611528525,1,NA,NA,1,NA,NA
0,3,2,0.953740946831999,0.0462213196583321,3.773350966918e-05,0.465779071918743,0.38469831331943,0.149522614761828,0.7284659,0.2715341,NA,0.8962952,0.1037048,NA,0.177227370411485,0.821340100163139,0.00143252942537664,1,NA,NA,1,NA,NA
0,3,3,0.00497314307602736,0.0016324738973557,0.993394383026617,0.565142322132862,0.22124341048382,0.213614267383319,0.4907452,0.5092548,NA,0.0161628,0.9838372,NA,0.332306432560564,0.666779494945611,0.00091407249382458,1,NA,NA,1,NA,NA
0,3,4,0.931904478855067,0.0678763693292321,0.000219151815700758,0.0405545091043473,0.202544028189174,0.756901462706479,0.7329913,0.2670087,NA,0.3365005,0.6634995,NA,0.3511637340592,0.647757900066806,0.00107836587399368,1,NA,NA,1,NA,NA
0,3,5,0.975441905611388,0.0241454570076471,0.000412637380964642,0.248126938905243,0.0803840271458443,0.671489033948913,0.9586151,0.0413848999999999,NA,0.07657081,0.92342919,NA,0.25016875231823,0.397267268519906,0.352563979161864,1,NA,NA,1,NA,NA
0,3,6,0.974080895077183,0.0258753975361858,4.37073866313975e-05,0.353998529413439,0.395117174062359,0.250884296524203,0.5876203,0.4123797,NA,0.00529600500000005,0.994703995,NA,0.208997850824664,0.786514240281559,0.00448790889377615,1,NA,NA,1,NA,NA
0,3,7,0.975823565192527,0.0241485859722182,2.78488352547512e-05,0.273824194839845,0.66458280786534,0.0615929972948156,0.2229827,0.7770173,NA,0.00659192200000003,0.993408078,NA,0.525132228931042,0.474678251341524,0.00018951972743364,1,NA,NA,1,NA,NA
0,3,8,0.966638345364775,0.0332320079091471,0.000129646726077959,0.444130141130138,0.465644398597259,0.0902254602726027,0.7435144,0.2564856,NA,0.1035702,0.8964298,NA,0.0958886130569973,0.896331779691774,0.0077796072512285,1,NA,NA,1,NA,NA
0,3,9,0.917730321502999,0.0117157451978511,0.0705539332991503,0.634909326331115,0.139714614925775,0.22537605874311,0.441674,0.558326,NA,0.8402663,0.1597337,NA,0.523941600221149,0.472576984701268,0.00348141507758282,1,NA,NA,1,NA,NA
0,3,10,0.926989041918353,0.0729889890843599,2.1968997286792e-05,0.106225867458674,0.267914516383711,0.625859616157615,0.5024139,0.4975861,NA,0.5659439,0.4340561,NA,0.103584136686549,0.892867132193766,0.00354873111968534,1,NA,NA,1,NA,NA
0,3,11,0.864364458934983,0.00142437663449429,0.134211164430523,0.854812879359084,0.000330437175351484,0.144856683465565,0.8438274,0.1561726,NA,0.01067218,0.98932782,NA,0.254453489043105,0.743741020971311,0.00180548998558427,1,NA,NA,1,NA,NA
0,3,12,0.942194290939389,0.0577670370412493,3.86720193615853e-05,0.041380779454115,0.583583991159353,0.375035229386532,0.5123585,0.4876415,NA,0.5866956,0.4133044,NA,0.313228786275954,0.610231660788443,0.076539552935603,1,NA,NA,1,NA,NA
0,3,13,0.00024745391672043,0.15414444691174,0.84560809917154,0.106331884870004,0.0914098261909983,0.802258288938998,0.5458857,0.4541143,NA,0.3069396,0.6930604,NA,0.283547070631992,0.714075093740729,0.00237783562727945,1,NA,NA,1,NA,NA
0,3,14,0.964242483307701,0.00250373237941558,0.0332537843128831,0.182057520359775,0.651590810427459,0.166351669212766,0.2090087,0.7909913,NA,0.4024294,0.5975706,NA,0.243226982510608,0.428679978586403,0.32809303890299,1,NA,NA,1,NA,NA
0,3,15,0.970379061459838,0.00317514541656012,0.0264457931236014,0.429876592306543,0.382866146387178,0.187257261306279,0.9796818,0.0203182,NA,0.5525166,0.4474834,NA,0.934603516914134,0.0645712841036957,0.000825198982170705,1,NA,NA,1,NA,NA
0,3,16,0.928068087749595,0.0716228639826128,0.000309048267792655,0.146809575768692,0.304224839777515,0.548965584453793,0.4876117,0.5123883,NA,0.6265003,0.3734997,NA,0.2739505526481,0.725641988402047,0.000407458949853945,1,NA,NA,1,NA,NA
0,3,17,0.970384125878172,0.000568382229130043,0.0290474918926981,0.259347044831387,0.122280469723019,0.618372485445595,0.3628931,0.6371069,NA,0.5978935,0.4021065,NA,0.0845843566991004,0.913822545456863,0.00159309784403661,1,NA,NA,1,NA,NA
0,3,18,0.949681017498364,0.0502151694088371,0.000103813092799165,0.104295640291954,0.713742646026408,0.181961713681638,0.2502662,0.7497338,NA,0.02311031,0.97688969,NA,0.180058721614773,0.818447345376009,0.00149393300921785,1,NA,NA,1,NA,NA
0,3,19,0.87912775339227,0.120683988083639,0.000188258524091545,0.0126808114900228,0.603089215245411,0.384229973264566,0.6308056,0.3691944,NA,0.315457,0.684543,NA,0.256061225637486,0.741223249048336,0.00271552531417807,1,NA,NA,1,NA,NA
0,3,20,0.961838501077657,0.00767644500642192,0.0304850539159208,0.501687447478994,0.406771988479089,0.0915405640419165,0.2713685,0.7286315,NA,0.8772901,0.1227099,NA,0.809936326458736,0.189992608733727,7.10648075370468e-05,1,NA,NA,1,NA,NA
0,4,1,0.910383595251762,0.00242320697261926,0.0871931977756185,0.905086355037855,0.000170601771828045,0.0947430431903166,0.1839241,0.8160759,NA,0.5258176,0.4741824,NA,0.309304698148308,0.377918423927615,0.312776877924077,1,NA,NA,1,NA,NA
0,4,2,0.921566588751986,6.87524615744195e-05,0.0783646587864393,0.0636171723061129,0.256317288722324,0.680065538971563,0.2842958,0.7157042,NA,0.4191534,0.5808466,NA,0.300951074673596,0.694437019946455,0.00461190537994838,1,NA,NA,1,NA,NA
0,4,3,0.958371884500977,0.000268411469867337,0.0413597040291561,0.00857564585087989,0.270457986108559,0.720966368040561,0.903242,0.096758,NA,0.1285135,0.8714865,NA,0.294609044571735,0.0611006118637185,0.644290343564546,1,NA,NA,1,NA,NA
0,4,4,0.502799034594662,0.00350583262080627,0.493695132784532,0.451539244795035,0.476073807811503,0.0723869473934616,0.4765493,0.5234507,NA,0.04655772,0.95344228,NA,0.255177873583229,0.0196810532486753,0.725141073168095,1,NA,NA,1,NA,NA
0,4,5,0.99564110105646,5.14284255963641e-06,0.0043537561009801,0.0811084938906008,0.776290662948444,0.142600843160955,0.9918867,0.00811329999999999,NA,0.323116,0.676884,NA,0.464486788211533,0.000115353990578892,0.535397857797889,1,NA,NA,1,NA,NA
0,4,6,0.725720945021316,0.273466667845743,0.000812387132941295,0.911853530983935,0.00683138220000917,0.0813150868160556,0.7114588,0.2885412,NA,0.24476,0.75524,NA,0.223377376069947,0.455845172745785,0.320777451184267,1,NA,NA,1,NA,NA
0,4,7,0.968966147515979,7.58895001196708e-05,0.0309579629839015,0.23392245823285,0.225014670408227,0.541062871358923,0.2838878,0.7161122,NA,0.00744625899999996,0.992553741,NA,0.243681019674899,0.00715331180769157,0.749165668517409,1,NA,NA,1,NA,NA
0,4,8,0.987748469483365,2.26280990545353e-05,0.0122289024175806,0.591335834700423,0.00409815780917393,0.404566007490403,0.06725999,0.93274001,NA,0.00334637199999999,0.996653628,NA,0.123553424332093,0.875218936949369,0.00122763871853804,1,NA,NA,1,NA,NA
0,4,9,0.937656596178906,0.000144603717204315,0.0621988001038899,0.00376986042380756,0.858999935964642,0.137230203611551,0.04565861,0.95434139,NA,0.2232187,0.7767813,NA,0.352257921700311,0.00270788899704224,0.645034189302646,1,NA,NA,1,NA,NA
0,4,10,0.720041610234664,0.277698537647312,0.00225985211802482,0.91456171818207,0.000444689425520811,0.0849935923924092,0.5848029,0.4151971,NA,0.5369767,0.4630233,NA,0.241772857251865,0.463635198189487,0.294591944558647,1,NA,NA,1,NA,NA
0,4,11,0.946996226549424,0.0529098348628894,9.39385876864707e-05,0.785645620525262,0.00150527554943763,0.2128491039253,0.9926226,0.00737739999999998,NA,0.09198812,0.90801188,NA,0.194451739496633,0.637212357177022,0.168335903326345,1,NA,NA,1,NA,NA
0,4,12,0.72763462040854,0.192209582968053,0.0801557966234067,0.412722637929913,0.118570829580061,0.468706532490026,0.6524934,0.3475066,NA,0.4101354,0.5898646,NA,0.369893739120139,0.310542199718292,0.31956406116157,1,NA,NA,1,NA,NA
0,4,13,0.849933348141568,0.149575828860199,0.000490822998233331,0.804266507720319,0.000559416499076927,0.195174075780604,0.2611755,0.7388245,NA,0.00634109800000004,0.993658902,NA,0.0981551685572511,0.733619386178542,0.168225445264207,1,NA,NA,1,NA,NA
0,4,14,0.984182288408244,9.19142544966864e-05,0.0157257973372594,0.0268149353797089,0.667007613336856,0.306177451283435,0.2642463,0.7357537,NA,0.1225121,0.8774879,NA,0.266124056805239,0.100599567517949,0.633276375676812,1,NA,NA,1,NA,NA
0,4,15,0.930416956088426,0.000208632858468343,0.0693744110531054,0.270801330226117,0.182103585921168,0.547095083852714,0.07188157,0.92811843,NA,0.0292171,0.9707829,NA,0.139645538164647,0.0602775434534406,0.800076918381913,1,NA,NA,1,NA,NA
0,4,16,0.883881526017606,0.000198468882901397,0.115920005099493,0.516765584834855,0.000406379267427132,0.482828035897718,0.7078668,0.2921332,NA,0.02958066,0.97041934,NA,0.177513769112212,0.763520630271604,0.0589656006161843,1,NA,NA,1,NA,NA
0,4,17,0.967087996110842,1.16034988767684e-05,0.0329004003902812,0.280657661471257,0.284819930294529,0.434522408234213,0.9314248,0.0685751999999999,NA,0.9281177,0.0718823,NA,0.140241952640163,0.00122683604447036,0.858531211315367,1,NA,NA,1,NA,NA
0,4,18,0.779019684134536,0.181550466635115,0.0394298492303484,0.875726108936752,0.00853193327100681,0.115741957792241,0.2310389,0.7689611,NA,0.1544259,0.8455741,NA,0.148150365381307,0.850381386588464,0.00146824803022882,1,NA,NA,1,NA,NA
0,4,19,0.968776611330607,0.000154003119934049,0.0310693855494593,0.841512461057659,0.000362922834249612,0.158124616108091,0.8396017,0.1603983,NA,0.6123001,0.3876999,NA,0.281091521819363,0.717025872548826,0.00188260563181164,1,NA,NA,1,NA,NA
0,4,20,0.764620519161079,0.218346291783909,0.0170331890550124,0.917471822993598,0.00183827140288379,0.0806899056035177,0.5893211,0.4106789,NA,0.6370701,0.3629299,NA,0.359884854108263,0.177084590523705,0.463030555368032,1,NA,NA,1,NA,NA
0,5,1,0.720241354021006,0.279201702466579,0.000556943512414976,0.827108415473743,0.000176662868659535,0.172714921657598,0.5303148,0.4696852,NA,0.8553742,0.1446258,NA,0.00351036081653111,0.737961363683349,0.25852827550012,1,NA,NA,1,NA,NA
0,5,2,0.979384471871911,8.07578680330612e-05,0.0205347702600555,0.16019103362729,0.602201899497776,0.237607066874934,0.5007075,0.4992925,NA,0.03390286,0.96609714,NA,0.0798150185968041,0.4528434574551,0.467341523948096,1,NA,NA,1,NA,NA
0,5,3,0.492829910187913,0.506639387030107,0.00053070278197942,0.76616886434865,0.00236859248858035,0.231462543162769,0.4606594,0.5393406,NA,0.0910963300000001,0.90890367,NA,0.367826210603445,0.222608304720893,0.409565484675662,1,NA,NA,1,NA,NA
0,5,4,0.977343875000344,0.000523337003224561,0.0221327879964317,0.00750185390601354,0.146966743478047,0.84553140261594,0.6407701,0.3592299,NA,0.3197305,0.6802695,NA,0.0513196534132269,0.623279098118089,0.325401248468684,1,NA,NA,1,NA,NA
0,5,5,0.942245346507835,0.000201937817578323,0.0575527156745863,0.0300528158708846,0.0332315447654127,0.936715639363703,0.6789468,0.3210532,NA,0.00582249800000001,0.994177502,NA,0.244561187123669,0.0625736012215968,0.692865211654734,1,NA,NA,1,NA,NA
0,5,6,0.785976636789345,0.171583600402798,0.0424397628078569,0.964950035663357,0.00426628516405266,0.0307836791725906,0.9076317,0.0923683,NA,0.000774016900000007,0.9992259831,NA,0.657541827371575,0.0198296466591504,0.322628525969274,1,NA,NA,1,NA,NA
0,5,7,0.939105008416126,1.99230204859982e-05,0.0608750685633876,0.245580024124493,0.177187903821967,0.577232072053539,0.968615,0.031385,NA,0.05679208,0.94320792,NA,0.0358003889235383,0.0816277024163128,0.882571908660149,1,NA,NA,1,NA,NA
0,5,8,0.915204952974835,0.00031606115770944,0.0844789858674561,0.196899383638638,0.342838031420351,0.460262584941011,0.8488209,0.1511791,NA,0.02677813,0.97322187,NA,0.0847119579061464,0.236628502234482,0.678659539859372,1,NA,NA,1,NA,NA
0,5,9,0.95400434803158,0.000335688778882862,0.0456599631895368,0.0283215912659168,0.461498563060412,0.510179845673671,0.8370117,0.1629883,NA,0.02514786,0.97485214,NA,0.0840308411305543,0.865840365130502,0.0501287937389435,1,NA,NA,1,NA,NA
0,5,10,0.226765430157187,0.000865945394766929,0.772368624448046,0.0566559482352157,0.239958992453839,0.703385059310945,0.89744,0.10256,NA,0.0390702000000001,0.9609298,NA,0.0739173363030706,0.924199289383769,0.00188337431316044,1,NA,NA,1,NA,NA
0,5,11,0.772945821443427,0.212703764130933,0.0143504144256397,0.878400657896517,0.000174155915353374,0.12142518618813,0.6916962,0.3083038,NA,0.03425804,0.96574196,NA,0.00205983646312746,0.671343388070013,0.32659677546686,1,NA,NA,1,NA,NA
0,5,12,0.783345436235467,0.213172101637494,0.0034824621270384,0.8895654039714,0.000256804720039502,0.11017779130856,0.9121597,0.0878403,NA,0.1831923,0.8168077,NA,0.670129570891842,0.0163144611890794,0.313555967919078,1,NA,NA,1,NA,NA
0,5,13,0.972114519907306,0.000539181094606293,0.0273462989980879,0.269609145730863,0.548841178538644,0.181549675730494,0.9757443,0.0242557,NA,0.002652443,0.997347557,NA,0.0779574847112526,0.778089918448813,0.143952596839934,1,NA,NA,1,NA,NA
0,5,14,0.892586313721202,0.000538648701546526,0.106875037577251,0.111520399783991,0.320691203124447,0.567788397091562,0.1864042,0.8135958,NA,0.4812195,0.5187805,NA,0.0687127188670512,0.925926977800204,0.00536030333274495,1,NA,NA,1,NA,NA
0,5,15,0.483750351089708,0.000775985688519714,0.515473663221772,0.343976524810278,0.411677625900835,0.244345849288887,0.8505945,0.1494055,NA,0.1065966,0.8934034,NA,0.0787844986106671,0.920319342949581,0.000896158439751549,1,NA,NA,1,NA,NA
0,5,16,0.969126062771328,0.000253275949500148,0.030620661279172,0.928906399725433,0.00386042444013317,0.0672331758344342,0.7066008,0.2933992,NA,0.03670541,0.96329459,NA,0.0144110339497504,0.114483944559568,0.871105021490681,1,NA,NA,1,NA,NA
0,5,17,0.970035020440521,0.000238559412677414,0.0297264201468018,0.280495378750074,0.293658616116945,0.425846005132981,0.847628,0.152372,NA,0.03235413,0.96764587,NA,0.263558013146996,0.634077508055019,0.102364478797985,1,NA,NA,1,NA,NA
0,5,18,0.628883710947633,0.370173913459576,0.000942375592790645,0.103539459875673,0.446152722760425,0.450307817363902,0.8494558,0.1505442,NA,0.000442571400000036,0.9995574286,NA,0.938347749432806,0.0148261147207236,0.0468261358464702,1,NA,NA,1,NA,NA
0,5,19,0.788129520697196,0.000187855659646422,0.211682623643158,0.129673049940426,0.504081097864509,0.366245852195064,0.9200134,0.0799866,NA,0.2154545,0.7845455,NA,0.0570665983220235,0.518410828828207,0.42452257284977,1,NA,NA,1,NA,NA
0,5,20,0.958565714679749,0.000110745640672536,0.0413235396795785,0.081153875776798,0.01634279012312,0.902503334100082,0.6166865,0.3833135,NA,0.00312895199999996,0.996871048,NA,0.182276208001748,0.330597960728869,0.487125831269382,1,NA,NA,1,NA,NA
0,6,1,0.754182994892542,5.86030444163118e-05,0.245758402063042,0.847106573064765,0.00101737961917676,0.151876047316058,0.7128919,0.2871081,NA,0.00676576299999998,0.993234237,NA,0.430423402868411,0.565895195753688,0.0036814013779003,1,NA,NA,1,NA,NA
0,6,2,0.648069040861705,0.00155152704962859,0.350379432088666,0.914701699899705,0.0741045700588136,0.0111937300414818,0.616061,0.383939,NA,0.6599399,0.3400601,NA,0.111677367168887,0.88670695162652,0.00161568120459321,1,NA,NA,1,NA,NA
0,6,3,0.972736471248204,5.1606724621342e-05,0.0272119220271746,0.511393205122974,0.48508516140295,0.00352163347407619,0.7208185,0.2791815,NA,0.07938597,0.92061403,NA,0.29557150824232,0.0200630603351527,0.684365431422527,1,NA,NA,1,NA,NA
0,6,4,0.823850347715359,0.000211794415172698,0.175937857869469,0.963540433354194,0.000828192181803476,0.0356313744640026,0.4853551,0.5146449,NA,0.598081,0.401919,NA,0.35567205554935,0.634643695445557,0.00968424900509324,1,NA,NA,1,NA,NA
0,6,5,0.890899587535152,0.000704784300506426,0.108395628164342,0.90063853865809,0.0992928025721231,6.86587697872332e-05,0.6090681,0.3909319,NA,0.6754134,0.3245866,NA,0.207432968134556,0.791194067996144,0.00137296386930053,1,NA,NA,1,NA,NA
0,6,6,0.810636064679676,0.111739624780701,0.0776243105396234,0.831928586606764,0.00397597466808055,0.164095438725156,0.712092,0.287908,NA,0.7839888,0.2160112,NA,0.627147079936337,0.370795815933087,0.00205710413057525,1,NA,NA,1,NA,NA
0,6,7,0.742194647068762,7.86752329700825e-05,0.257726677698268,0.906817920177751,0.0919714302865747,0.00121064953567462,0.8097103,0.1902897,NA,0.02851284,0.97148716,NA,0.152645115668765,0.838441727773931,0.0089131565573034,1,NA,NA,1,NA,NA
