modelversion,watershedID,iteration,calib_kge,valid_kge
9,9,15,0.919982,0.913525
9,9,16,0.925504,0.851502
9,9,17,0.913916,0.910541
9,9,18,0.91115,0.919437
9,9,19,0.898772,0.909482
9,9,20,0.915354,0.89925
9,10,1,0.925798,0.882955
9,10,2,0.932439,0.885885
9,10,3,0.931118,0.895147
9,10,4,0.923384,0.8829
9,10,5,0.93275,0.90112
9,10,6,0.932245,0.888758
9,10,7,0.932339,0.90085
9,10,8,0.933186,0.910517
9,10,9,0.932498,0.897683
9,10,10,0.922455,0.885752
9,10,11,0.932935,0.893598
9,10,12,0.934148,0.903968
9,10,13,0.934135,0.907055
9,10,14,0.932568,0.886366
9,10,15,0.93171,0.89221
9,10,16,0.927908,0.896414
9,10,17,0.923816,0.88848
9,10,18,0.932121,0.910842
9,10,19,0.932992,0.913481
9,10,20,0.933231,0.908186
9,11,1,0.856994,0.609875
9,11,2,0.86373,0.657887
9,11,3,0.874084,0.612837
9,11,4,0.840182,0.664052
9,11,5,0.867803,0.617482
9,11,6,0.864768,0.660628
9,11,7,0.868309,0.59664
9,11,8,0.848861,0.509806
9,11,9,0.7816,0.714987
9,11,10,0.818342,0.630223
9,11,11,0.855149,0.664242
9,11,12,0.863818,0.64742
9,11,13,0.847218,0.67622
9,11,14,0.861394,0.588295
9,11,15,0.852831,0.700875
9,11,16,0.760134,0.745847
9,11,17,0.826147,0.744607
9,11,18,0.862502,0.626867
9,11,19,0.870116,0.605402
9,11,20,0.839361,0.67028
9,12,1,0.813408,0.779287
9,12,2,0.799443,0.751657
9,12,3,0.794971,0.787086
9,12,4,0.817487,0.78297
9,12,5,0.806842,0.73363
9,12,6,0.816972,0.779131
9,12,7,0.797236,0.770433
9,12,8,0.805424,0.774397
9,12,9,0.8015,0.767143
9,12,10,0.819651,0.77601
9,12,11,0.812592,0.756964
9,12,12,0.814416,0.748726
9,12,13,0.802228,0.802957
9,12,14,0.792037,0.801485
9,12,15,0.798986,0.799735
9,12,16,0.813919,0.761534
9,12,17,0.815002,0.770388
9,12,18,0.81543,0.784728
9,12,19,0.81053,0.748947
9,12,20,0.82002,0.79816
10,1,1,0.883647,0.591293
10,1,2,0.88056,0.603349
10,1,3,0.863598,0.570798
10,1,4,0.892643,0.600929
10,1,5,0.867321,0.554125
10,1,6,0.88509,0.606804
10,1,7,0.888883,0.598631
10,1,8,0.892817,0.574464
10,1,9,0.874535,0.566344
10,1,10,0.876065,0.56327
10,1,11,0.877807,0.576113
10,1,12,0.882486,0.597907
10,1,13,0.878014,0.580859
10,1,14,0.862948,0.551765
10,1,15,0.866942,0.577465
10,1,16,0.892741,0.55161
10,1,17,0.858649,0.533582
10,1,18,0.884801,0.594273
10,1,19,0.869707,0.559214
10,1,20,0.866734,0.57181
10,2,1,0.892986,0.771525
10,2,2,0.911389,0.806378
10,2,3,0.89376,0.775759
10,2,4,0.914872,0.862106
10,2,5,0.928806,0.847016
10,2,6,0.927798,0.829926
10,2,7,0.928884,0.840738
10,2,8,0.87639,0.770613
10,2,9,0.882022,0.771645
10,2,10,0.928153,0.850185
10,2,11,0.9332,0.826487
10,2,12,0.926321,0.804531
10,2,13,0.889809,0.777452
10,2,14,0.888507,0.776334
10,2,15,0.924824,0.788632
10,2,16,0.925857,0.80277
10,2,17,0.887155,0.778658
10,2,18,0.93262,0.826386
10,2,19,0.920073,0.812191
10,2,20,0.928777,0.819618
10,3,1,0.834875,0.784175
10,3,2,0.903304,0.861687
10,3,3,0.820193,0.766365
10,3,4,0.899945,0.884293
10,3,5,0.896096,0.844732
10,3,6,0.862396,0.832752
10,3,7,0.892693,0.876457
10,3,8,0.889145,0.83613
10,3,9,0.893882,0.881051
10,3,10,0.83382,0.78861
10,3,11,0.897321,0.868311
10,3,12,0.890838,0.845839
10,3,13,0.900851,0.879729
10,3,14,0.854567,0.827323
10,3,15,0.884917,0.842686
10,3,16,0.849161,0.790153
10,3,17,0.896726,0.866366
10,3,18,0.860761,0.839608
10,3,19,0.890339,0.846559
10,3,20,0.858792,0.84128
10,4,1,0.886698,0.874017
10,4,2,0.893796,0.866801
10,4,3,0.890331,0.857039
10,4,4,0.895008,0.852365
10,4,5,0.888581,0.83303
10,4,6,0.893339,0.870921
10,4,7,0.866634,0.824538
10,4,8,0.885772,0.844658
10,4,9,0.886127,0.863911
10,4,10,0.894986,0.862878
10,4,11,0.889944,0.875974
10,4,12,0.889122,0.868892
10,4,13,0.89133,0.875773
10,4,14,0.887734,0.858796
10,4,15,0.892132,0.879699
10,4,16,0.895407,0.878643
10,4,17,0.887083,0.859434
10,4,18,0.890805,0.871998
10,4,19,0.894898,0.878835
10,4,20,0.868099,0.818595
10,5,1,0.894261,0.857705
10,5,2,0.840936,0.783493
10,5,3,0.895437,0.854602
10,5,4,0.896661,0.854265
10,5,5,0.903635,0.865851
10,5,6,0.899383,0.857805
10,5,7,0.896238,0.868032
10,5,8,0.89105,0.857098
10,5,9,0.895823,0.86251
10,5,10,0.90096,0.869398
10,5,11,0.901475,0.864685
10,5,12,0.89993,0.865625
10,5,13,0.89723,0.864245
10,5,14,0.816831,0.773095
10,5,15,0.890051,0.855442
10,5,16,0.884835,0.85254
10,5,17,0.884132,0.8477
10,5,18,0.901509,0.857718
10,5,19,0.821565,0.761236
10,5,20,0.896943,0.85256
10,6,1,0.906358,0.800886
10,6,2,0.912548,0.814553
10,6,3,0.917224,0.816574
10,6,4,0.857007,0.816295
10,6,5,0.919218,0.80799
10,6,6,0.912446,0.807565
10,6,7,0.922569,0.839863
10,6,8,0.919822,0.848056
10,6,9,0.914331,0.852452
10,6,10,0.908579,0.865667
10,6,11,0.914908,0.778863
10,6,12,0.91633,0.816121
10,6,13,0.919446,0.793786
10,6,14,0.923098,0.779827
10,6,15,0.915766,0.813917
10,6,16,0.921219,0.833018
10,6,17,0.917464,0.805066
10,6,18,0.907271,0.775692
10,6,19,0.911175,0.835874
10,6,20,0.91154,0.817542
10,7,1,0.942375,0.827177
10,7,2,0.932407,0.84502
10,7,3,0.934841,0.834544
10,7,4,0.94392,0.848018
10,7,5,0.939809,0.833657
10,7,6,0.915443,0.805682
10,7,7,0.941859,0.801576
10,7,8,0.939254,0.864054
10,7,9,0.93502,0.822891
10,7,10,0.931259,0.837433
10,7,11,0.932109,0.816526
10,7,12,0.939509,0.848732
10,7,13,0.939566,0.854437
10,7,14,0.947569,0.82947
10,7,15,0.920406,0.813203
10,7,16,0.932807,0.850289
10,7,17,0.944991,0.826649
10,7,18,0.915312,0.817308
10,7,19,0.945704,0.817592
10,7,20,0.934598,0.837592
10,8,1,0.875207,0.429953
10,8,2,0.880154,0.540966
10,8,3,0.882827,0.584772
10,8,4,0.855536,0.434481
10,8,5,0.888769,0.591752
10,8,6,0.884196,0.572175
10,8,7,0.883403,0.549154
10,8,8,0.79286,0.240937
10,8,9,0.880577,0.548659
10,8,10,0.870425,0.447794
10,8,11,0.881566,0.594035
10,8,12,0.872357,0.433553
10,8,13,0.886421,0.515595
10,8,14,0.763312,0.156842
10,8,15,0.882613,0.44345
10,8,16,0.867052,0.481523
10,8,17,0.878567,0.542678
10,8,18,0.883467,0.543875
10,8,19,0.885739,0.567213
10,8,20,0.889384,0.547223
10,9,1,0.923748,0.912923
10,9,2,0.923936,0.914479
10,9,3,0.930509,0.87844
10,9,4,0.923504,0.861889
10,9,5,0.789438,0.862976
10,9,6,0.924158,0.88247
10,9,7,0.913128,0.910965
10,9,8,0.907558,0.911878
10,9,9,0.930685,0.854542
10,9,10,0.880404,0.882127
10,9,11,0.869291,0.856748
10,9,12,0.919872,0.900223
10,9,13,0.924627,0.91697
10,9,14,0.920973,0.838004
10,9,15,0.919728,0.846361
10,9,16,0.925943,0.900195
10,9,17,0.918142,0.867025
10,9,18,0.930502,0.874607
10,9,19,0.920107,0.909849
10,9,20,0.793175,0.861826
10,10,1,0.928659,0.891752
10,10,2,0.918536,0.877623
10,10,3,0.926794,0.882445
10,10,4,0.932875,0.906984
10,10,5,0.928246,0.908112
10,10,6,0.933789,0.908239
10,10,7,0.926847,0.888409
10,10,8,0.933033,0.89916
10,10,9,0.93334,0.910235
10,10,10,0.929466,0.896926
10,10,11,0.931701,0.900097
10,10,12,0.931005,0.892348
10,10,13,0.92293,0.891419
10,10,14,0.933149,0.907074
10,10,15,0.93057,0.897204
10,10,16,0.926739,0.891418
10,10,17,0.928691,0.886288
10,10,18,0.929399,0.881843
10,10,19,0.933944,0.909579
10,10,20,0.926698,0.892505
10,11,1,0.862443,0.695663
10,11,2,0.854352,0.619282
10,11,3,0.839004,0.63449
10,11,4,0.830875,0.688302
10,11,5,0.845252,0.653206
10,11,6,0.855267,0.631234
10,11,7,0.853526,0.695792
10,11,8,0.851083,0.699165
10,11,9,0.856859,0.687326
10,11,10,0.814488,0.71257
10,11,11,0.840765,0.710373
10,11,12,0.846076,0.675329
10,11,13,0.755002,0.708291
10,11,14,0.854934,0.646667
10,11,15,0.857272,0.662577
10,11,16,0.834885,0.746755
10,11,17,0.854104,0.676695
10,11,18,0.823295,0.677114
10,11,19,0.853011,0.622284
10,11,20,0.845179,0.659991
10,12,1,0.800828,0.79083
10,12,2,0.814775,0.80709
10,12,3,0.77653,0.7433
10,12,4,0.814405,0.7471
10,12,5,0.804065,0.759114
10,12,6,0.807974,0.804507
10,12,7,0.823001,0.814625
10,12,8,0.812269,0.817297
10,12,9,0.815086,0.787367
10,12,10,0.81638,0.792817
10,12,11,0.812161,0.734613
10,12,12,0.786197,0.74942
10,12,13,0.803618,0.803542
10,12,14,0.80505,0.782686
10,12,15,0.80154,0.770935
10,12,16,0.81786,0.732648
10,12,17,0.81176,0.81064
10,12,18,0.805795,0.723636
10,12,19,0.801224,0.777437
10,12,20,0.775987,0.678992
11,1,1,0.882464,0.600692
11,1,2,0.884301,0.606572
11,1,3,0.886119,0.591822
11,1,4,0.859639,0.597851
11,1,5,0.882227,0.595994
11,1,6,0.823193,0.565007
11,1,7,0.885943,0.610784
11,1,8,0.880554,0.588068
11,1,9,0.885152,0.620109
11,1,10,0.826508,0.525351
11,1,11,0.858157,0.554719
11,1,12,0.895038,0.591522
11,1,13,0.887628,0.632112
11,1,14,0.892805,0.614137
11,1,15,0.884284,0.59997
11,1,16,0.875675,0.600133
11,1,17,0.877859,0.58128
11,1,18,0.870686,0.607851
11,1,19,0.884818,0.57242
11,1,20,0.878345,0.567589
11,2,1,0.924158,0.81763
11,2,2,0.923505,0.837624
11,2,3,0.886356,0.773205
11,2,4,0.932873,0.812095
11,2,5,0.919666,0.808235
11,2,6,0.92888,0.838985
11,2,7,0.914532,0.863506
11,2,8,0.924172,0.859666
11,2,9,0.918933,0.829371
11,2,10,0.898131,0.805652
11,2,11,0.910782,0.847118
11,2,12,0.932916,0.823444
11,2,13,0.929124,0.843021
11,2,14,0.892187,0.786405
11,2,15,0.929473,0.828544
11,2,16,0.917387,0.85427
11,2,17,0.883579,0.782775
11,2,18,0.922291,0.839604
11,2,19,0.881421,0.756997
11,2,20,0.909529,0.838524
11,3,1,0.89631,0.87253
11,3,2,0.882954,0.84381
11,3,3,0.865763,0.826958
11,3,4,0.860464,0.846083
11,3,5,0.872737,0.800789
11,3,6,0.88639,0.865342
11,3,7,0.891181,0.845217
11,3,8,0.835294,0.777571
11,3,9,0.889473,0.866476
11,3,10,0.887065,0.826473
11,3,11,0.896777,0.873964
11,3,12,0.847025,0.795388
11,3,13,0.892809,0.856702
11,3,14,0.891452,0.854098
11,3,15,0.851215,0.785642
11,3,16,0.848757,0.795456
11,3,17,0.852143,0.799437
11,3,18,0.885253,0.838487
11,3,19,0.851875,0.794212
11,3,20,0.843204,0.79737
11,4,1,0.88888,0.871587
11,4,2,0.895422,0.875708
11,4,3,0.900037,0.873186
11,4,4,0.893184,0.88081
11,4,5,0.89973,0.866091
11,4,6,0.887235,0.879061
11,4,7,0.887497,0.857036
11,4,8,0.888166,0.859468
11,4,9,0.894544,0.868482
11,4,10,0.896778,0.865621
11,4,11,0.894215,0.852608
11,4,12,0.890471,0.856603
11,4,13,0.897775,0.845751
11,4,14,0.901122,0.874894
11,4,15,0.891083,0.881243
11,4,16,0.89712,0.841459
11,4,17,0.898763,0.868077
11,4,18,0.902023,0.87283
11,4,19,0.895752,0.880599
11,4,20,0.897346,0.873427
11,5,1,0.883483,0.833277
11,5,2,0.90255,0.862607
11,5,3,0.841248,0.795391
11,5,4,0.910213,0.862154
11,5,5,0.904097,0.85689
11,5,6,0.909897,0.858129
11,5,7,0.908856,0.858746
11,5,8,0.907735,0.8692
11,5,9,0.900734,0.860021
11,5,10,0.903979,0.860007
11,5,11,0.913723,0.867023
11,5,12,0.911706,0.867464
11,5,13,0.895403,0.848101
11,5,14,0.903671,0.864438
11,5,15,0.90633,0.380392
11,5,16,0.908631,0.849788
11,5,17,0.891684,0.841265
11,5,18,0.831038,0.780915
11,5,19,0.903262,0.859816
11,5,20,0.822021,0.749198
11,6,1,0.913439,0.797801
11,6,2,0.901768,0.854205
11,6,3,0.911371,0.787985
11,6,4,0.919136,0.845024
11,6,5,0.865673,-0.167351
11,6,6,0.893287,0.831421
11,6,7,0.911771,0.82467
11,6,8,0.916499,0.820153
11,6,9,0.917736,0.836745
11,6,10,0.902514,0.833954
11,6,11,0.904905,0.783714
11,6,12,0.912214,0.826329
11,6,13,0.922997,0.831787
11,6,14,0.923163,0.847815
11,6,15,0.926125,0.8521
11,6,16,0.915208,0.827417
11,6,17,0.92598,0.852057
11,6,18,0.905574,0.844054
11,6,19,0.921573,0.845898
11,6,20,0.914882,0.850015
11,7,1,0.949962,0.833179
11,7,2,0.908958,0.847671
11,7,3,0.944662,0.827511
11,7,4,0.944737,0.851206
11,7,5,0.945391,0.847234
11,7,6,0.94105,0.802559
11,7,7,0.948525,0.831312
11,7,8,0.915038,0.818585
11,7,9,0.940386,0.857787
11,7,10,0.92565,0.832674
11,7,11,0.912516,0.828596
11,7,12,0.936004,0.815545
11,7,13,0.933169,0.864871
11,7,14,0.945467,0.847636
11,7,15,0.943435,0.841215
11,7,16,0.906367,0.817024
11,7,17,0.94776,0.852599
11,7,18,0.921513,0.845086
11,7,19,0.935554,0.834111
11,7,20,0.937426,0.803944
11,8,1,0.872824,0.585137
11,8,2,0.869942,0.607568
11,8,3,0.868692,0.509326
11,8,4,0.845636,0.528498
11,8,5,0.875843,0.607113
11,8,6,0.795153,0.28909
11,8,7,0.831827,0.352506
11,8,8,0.876046,0.61166
11,8,9,0.867734,0.514101
11,8,10,0.865475,0.580134
11,8,11,0.85797,0.599303
11,8,12,0.871977,0.565481
11,8,13,0.871562,0.579448
11,8,14,0.879149,0.598086
11,8,15,0.867719,0.580465
11,8,16,0.849087,0.538284
11,8,17,0.870755,0.585924
11,8,18,0.869971,0.560478
11,8,19,0.84192,0.510079
11,8,20,0.881553,0.617352
11,9,1,0.916472,0.901965
11,9,2,0.894266,0.872981
11,9,3,0.866226,0.895019
11,9,4,0.887996,0.86715
11,9,5,0.899534,0.851807
11,9,6,0.855305,0.875294
11,9,7,0.910872,0.865512
11,9,8,0.866226,0.862339
11,9,9,0.922155,0.873472
11,9,10,0.907876,0.916823
11,9,11,0.899074,0.872233
11,9,12,0.89974,0.878132
11,9,13,0.916874,0.912593
11,9,14,0.897513,0.899498
11,9,15,0.871644,0.876751
11,9,16,0.926797,0.860051
11,9,17,0.91893,0.866404
11,9,18,0.825795,0.826468
11,9,19,0.881244,0.9006
11,9,20,0.900147,0.90208
11,10,1,0.922383,0.882011
11,10,2,0.927597,0.883256
11,10,3,0.930907,0.892821
11,10,4,0.932043,0.907868
11,10,5,0.925004,0.88896
11,10,6,0.931348,0.907409
11,10,7,0.925384,0.889687
11,10,8,0.931271,0.909742
11,10,9,0.930943,0.884052
11,10,10,0.9137,0.878461
11,10,11,0.932224,0.909933
11,10,12,0.923889,0.876836
11,10,13,0.932309,0.91104
11,10,14,0.928757,0.893725
11,10,15,0.929707,0.894942
11,10,16,0.927486,0.87897
11,10,17,0.932149,0.898357
11,10,18,0.931123,0.896735
11,10,19,0.926166,0.89093
11,10,20,0.92743,0.894313
11,11,1,0.853716,0.602025
11,11,2,0.868337,0.534833
11,11,3,0.851826,0.673392
11,11,4,0.815767,0.699944
11,11,5,0.844458,0.671957
11,11,6,0.858273,0.68317
11,11,7,0.859981,0.570887
11,11,8,0.8368,0.540607
11,11,9,0.835364,0.668624
11,11,10,0.840046,0.657636
11,11,11,0.862681,0.612281
11,11,12,0.759852,0.742388
11,11,13,0.793743,0.719206
11,11,14,0.851416,0.513234
11,11,15,0.844967,0.658153
11,11,16,0.861294,0.675505
11,11,17,0.854215,0.666783
11,11,18,0.855491,0.658711
11,11,19,0.866557,0.547968
11,11,20,0.858145,0.624925
11,12,1,0.797801,0.697005
11,12,2,0.793351,0.742819
11,12,3,0.804983,0.748064
11,12,4,0.801641,0.787971
11,12,5,0.805122,0.740468
11,12,6,0.813869,0.759255
11,12,7,0.800897,0.804418
11,12,8,0.802388,0.739568
11,12,9,0.789291,0.771186
11,12,10,0.772567,0.778684
11,12,11,0.814701,0.697512
11,12,12,0.791921,0.733143
11,12,13,0.779202,0.724254
11,12,14,0.790327,0.80084
11,12,15,0.799165,0.782604
11,12,16,0.774654,0.692034
11,12,17,0.772623,0.770545
11,12,18,0.797795,0.765126
11,12,19,0.822697,0.714857
11,12,20,0.79156,0.659961
12,1,1,0.868017,0.597339
12,1,2,0.849931,0.543758
12,1,3,0.885761,0.605542
12,1,4,0.888506,0.580498
12,1,5,0.866323,0.562449
12,1,6,0.867341,0.547859
12,1,7,0.886424,0.593943
12,1,8,0.861244,0.566535
12,1,9,0.879446,0.538562
12,1,10,0.879874,0.56851
12,1,11,0.881122,0.573575
12,1,12,0.873747,0.567525
12,1,13,0.866071,0.584141
12,1,14,0.893974,0.578351
12,1,15,0.876271,0.560989
12,1,16,0.884354,0.567213
12,1,17,0.884822,0.589018
12,1,18,0.883612,0.600142
12,1,19,0.875941,0.568705
12,1,20,0.873589,0.575037
12,2,1,0.889476,0.772514
12,2,2,0.926553,0.843163
12,2,3,0.925259,0.80189
12,2,4,0.874207,0.762054
12,2,5,0.906206,0.852743
12,2,6,0.914582,0.780961
12,2,7,0.929044,0.817096
12,2,8,0.90287,0.782725
12,2,9,0.935157,0.809627
12,2,10,0.92251,0.846855
12,2,11,0.925781,0.830421
12,2,12,0.924541,0.792196
12,2,13,0.920675,0.856527
12,2,14,0.880347,0.763097
12,2,15,0.92945,0.821209
12,2,16,0.915512,0.818731
12,2,17,0.921654,0.840388
12,2,18,0.929759,0.807776
12,2,19,0.917355,0.843152
12,2,20,0.932973,0.822356
12,3,1,0.896956,0.867475
12,3,2,0.903619,0.872038
12,3,3,0.89153,0.854771
12,3,4,0.887693,0.868655
12,3,5,0.889617,0.872209
12,3,6,0.903385,0.887014
12,3,7,0.830209,0.77392
12,3,8,0.897851,0.866927
12,3,9,0.894119,0.865795
12,3,10,0.827553,0.785889
12,3,11,0.856236,0.83661
12,3,12,0.889158,0.851546
12,3,13,0.839454,0.796123
12,3,14,0.874027,0.844912
12,3,15,0.863791,0.829386
12,3,16,0.863289,0.808284
12,3,17,0.897693,0.843804
12,3,18,0.907345,0.878709
12,3,19,0.902754,0.884156
12,3,20,0.900923,0.885866
12,4,1,0.895036,0.851511
12,4,2,0.903468,0.871512
12,4,3,0.89257,0.869895
12,4,4,0.890729,0.886144
12,4,5,0.880907,0.849055
12,4,6,0.899056,0.871179
12,4,7,0.880928,0.868417
12,4,8,0.884964,0.869868
12,4,9,0.89166,0.871917
12,4,10,0.889203,0.869379
12,4,11,0.895723,0.867127
12,4,12,0.881809,0.871561
12,4,13,0.837897,0.816247
12,4,14,0.879081,0.865331
12,4,15,0.883169,0.879506
12,4,16,0.898723,0.868893
12,4,17,0.885675,0.877718
12,4,18,0.886789,0.882633
12,4,19,0.899632,0.865476
12,4,20,0.900843,0.875498
12,5,1,0.871705,0.815205
12,5,2,0.906246,0.860375
12,5,3,0.904563,0.698816
12,5,4,0.907335,0.857268
12,5,5,0.89189,0.835809
12,5,6,0.891925,0.819739
12,5,7,0.893823,0.848687
12,5,8,0.891906,0.821451
12,5,9,0.894105,0.832738
12,5,10,0.822016,0.751209
12,5,11,0.899497,0.844306
12,5,12,0.906493,0.858494
12,5,13,0.89255,0.837974
12,5,14,0.905676,0.853613
12,5,15,0.880334,0.83039
12,5,16,0.91009,0.872734
12,5,17,0.909013,0.865385
12,5,18,0.904357,0.853089
12,5,19,0.882307,0.841573
12,5,20,0.892318,0.840585
12,6,1,0.882487,0.79941
12,6,2,0.912545,0.79799
12,6,3,0.926035,0.85355
12,6,4,0.919054,0.828901
12,6,5,0.898687,0.78917
12,6,6,0.922534,0.825413
12,6,7,0.918351,0.805725
12,6,8,0.925723,0.835335
12,6,9,0.91888,0.85141
12,6,10,0.924116,0.837256
12,6,11,0.904213,0.841189
12,6,12,0.927453,0.818996
12,6,13,0.919349,0.828217
12,6,14,0.918742,0.819812
12,6,15,0.900091,0.784928
12,6,16,0.92212,0.865688
12,6,17,0.923013,0.864602
12,6,18,0.895696,0.818419
12,6,19,0.923439,0.841964
12,6,20,0.913593,0.847203
12,7,1,0.939824,0.809124
12,7,2,0.902626,0.784838
12,7,3,0.909937,0.822005
12,7,4,0.927109,0.836765
12,7,5,0.931742,0.786599
12,7,6,0.941855,0.851737
12,7,7,0.945627,0.844791
12,7,8,0.937891,0.889389
12,7,9,0.904104,0.816882
12,7,10,0.916029,0.827983
12,7,11,0.927012,0.846722
12,7,12,0.929,0.84367
12,7,13,0.920609,0.865694
12,7,14,0.936876,0.812071
12,7,15,0.934937,0.83544
12,7,16,0.925962,0.855438
12,7,17,0.934203,0.848643
12,7,18,0.934245,0.840004
12,7,19,0.941662,0.84645
12,7,20,0.93664,0.812715
12,8,1,0.863771,0.59388
12,8,2,0.891987,0.601832
12,8,3,0.876566,0.588307
12,8,4,0.888254,0.618916
12,8,5,0.882278,0.622519
12,8,6,0.883953,0.692948
12,8,7,0.886599,0.621662
12,8,8,0.854028,0.504351
12,8,9,0.867377,0.583943
12,8,10,0.752481,0.252127
12,8,11,0.892853,0.6075
12,8,12,0.868735,0.537765
12,8,13,0.867485,0.575726
12,8,14,0.827556,0.286442
12,8,15,0.889126,0.581395
12,8,16,0.76121,0.279897
12,8,17,0.892654,0.618989
12,8,18,0.879169,0.613818
12,8,19,0.884206,0.602861
12,8,20,0.890867,0.614917
12,9,1,0.915727,0.899247
12,9,2,0.916469,0.915011
12,9,3,0.875297,0.883289
12,9,4,0.913483,0.903584
12,9,5,0.837179,0.886935
12,9,6,0.880621,0.875135
12,9,7,0.9144,0.862927
12,9,8,0.890987,0.898383
12,9,9,0.907231,0.91504
12,9,10,0.899519,0.920781
12,9,11,0.905283,0.908707
12,9,12,0.911465,0.901705
12,9,13,0.903454,0.910911
12,9,14,0.774887,0.841844
12,9,15,0.839314,0.84816
12,9,16,0.893029,0.897788
12,9,17,0.921564,0.856824
12,9,18,0.899367,0.912705
12,9,19,0.914365,0.874036
12,9,20,0.822603,0.857272
12,10,1,0.926268,0.884792
12,10,2,0.920117,0.852734
12,10,3,0.931357,0.907499
12,10,4,0.922745,0.86891
12,10,5,0.933321,0.912883
12,10,6,0.924145,0.891956
12,10,7,0.931007,0.895622
12,10,8,0.924846,0.88013
12,10,9,0.925056,0.884074
12,10,10,0.932701,0.891684
12,10,11,0.930106,0.895409
12,10,12,0.932963,0.905816
12,10,13,0.927569,0.894088
12,10,14,0.932773,0.909628
12,10,15,0.931909,0.886985
12,10,16,0.931703,0.909185
12,10,17,0.925509,0.888848
12,10,18,0.92564,0.885804
12,10,19,0.930853,0.898789
12,10,20,0.929437,0.880267
12,11,1,0.772397,0.725941
12,11,2,0.849849,0.548397
12,11,3,0.858139,0.651988
12,11,4,0.829643,0.676013
12,11,5,0.844824,0.496576
12,11,6,0.859235,0.634717
12,11,7,0.853763,0.599833
12,11,8,0.854885,0.67633
12,11,9,0.848205,0.638375
12,11,10,0.781635,0.585953
12,11,11,0.78258,0.683354
12,11,12,0.853991,0.626593
12,11,13,0.870894,0.647659
12,11,14,0.848091,0.64385
12,11,15,0.851928,0.649646
12,11,16,0.837857,0.623433
12,11,17,0.840435,0.685231
12,11,18,0.798317,0.728614
12,11,19,0.853344,0.608868
12,11,20,0.865582,0.635809
12,12,1,0.805376,0.679246
12,12,2,0.796374,0.789137
12,12,3,0.803313,0.807521
12,12,4,0.817673,0.764257
12,12,5,0.809929,0.740959
12,12,6,0.805813,0.762158
12,12,7,0.789196,0.712827
12,12,8,0.815933,0.743299
12,12,9,0.774045,0.802827
12,12,10,0.814394,0.786966
12,12,11,0.807235,0.720246
12,12,12,0.796033,0.70007
12,12,13,0.801806,0.797939
12,12,14,0.812116,0.797529
12,12,15,0.796841,0.812974
12,12,16,0.7752,0.762401
12,12,17,0.815353,0.764705
12,12,18,0.812447,0.693931
12,12,19,0.79707,0.719834
12,12,20,0.814126,0.70231
13,1,1,0.869296,0.570236
13,1,2,0.891172,0.582225
13,1,3,0.821509,0.540171
13,1,4,0.890092,0.614743
13,1,5,0.874194,0.614573
13,1,6,0.893657,0.627906
13,1,7,0.88588,0.594065
13,1,8,0.869801,0.567148
13,1,9,0.893066,0.569368
13,1,10,0.832869,0.571798
13,1,11,0.880095,0.569267
13,1,12,0.877335,0.555786
13,1,13,0.899261,0.613135
13,1,14,0.871025,0.556607
13,1,15,0.88879,0.595373
13,1,16,0.887487,0.580511
13,1,17,0.881587,0.570486
13,1,18,0.869478,0.533646
13,1,19,0.885695,0.586303
13,1,20,0.890833,0.603779
13,2,1,0.924096,0.862268
13,2,2,0.924964,0.852321
13,2,3,0.934433,0.848904
13,2,4,0.923668,0.845667
13,2,5,0.923624,0.832745
13,2,6,0.930588,0.844283
13,2,7,0.92173,0.832931
13,2,8,0.921319,0.84065
13,2,9,0.924157,0.839423
13,2,10,0.916438,0.832773
13,2,11,0.921576,0.854041
13,2,12,0.914646,0.843567
13,2,13,0.921737,0.838018
13,2,14,0.919738,0.836177
13,2,15,0.929854,0.836182
13,2,16,0.905252,0.771377
13,2,17,0.924242,0.840525
13,2,18,0.931459,0.834138
13,2,19,0.90548,0.829883
13,2,20,0.930576,0.853553
13,3,1,0.900247,0.876585
13,3,2,0.894092,0.884683
13,3,3,0.902478,0.884338
13,3,4,0.832309,0.784803
13,3,5,0.888042,0.879381
13,3,6,0.882105,0.865856
13,3,7,0.83938,0.806877
13,3,8,0.883757,0.844517
13,3,9,0.887378,0.857859
13,3,10,0.885508,0.866137
13,3,11,0.885492,0.84407
13,3,12,0.891497,0.863885
13,3,13,0.896632,0.867821
13,3,14,0.894277,0.87975
13,3,15,0.867223,0.843409
13,3,16,0.886697,0.85523
13,3,17,0.893527,0.868274
13,3,18,0.876562,0.821553
13,3,19,0.897046,0.885899
13,3,20,0.901729,0.889622
13,4,1,0.898971,0.879152
13,4,2,0.896856,0.88039
13,4,3,0.894891,0.881487
13,4,4,0.901168,0.875211
13,4,5,0.902446,0.878791
13,4,6,0.901738,0.877738
13,4,7,0.850494,0.830117
13,4,8,0.895688,0.872973
13,4,9,0.893066,0.883006
13,4,10,0.882492,0.843025
13,4,11,0.894641,0.866146
13,4,12,0.898189,0.880295
13,4,13,0.867745,0.81389
13,4,14,0.896876,0.883923
13,4,15,0.887712,0.878454
13,4,16,0.901394,0.882833
13,4,17,0.900647,0.878363
13,4,18,0.896549,0.883102
13,4,19,0.897829,0.882428
13,4,20,0.893166,0.880743
13,5,1,0.890694,0.857213
13,5,2,0.893297,0.84664
13,5,3,0.900172,0.851933
13,5,4,0.905917,0.850754
13,5,5,0.905359,0.834331
13,5,6,0.906951,0.877258
13,5,7,0.896991,0.847223
