modelversion,watershedID,iteration,calib_kge,valid_kge
1,4,20,0.813653,0.815007
1,5,1,0.790939,0.707667
1,5,2,0.789485,0.703834
1,5,3,0.800427,0.713428
1,5,4,0.78454,0.711643
1,5,5,0.791886,0.712626
1,5,6,0.877485,0.823691
1,5,7,0.790823,0.714682
1,5,8,0.871673,0.833328
1,5,9,0.781279,0.707444
1,5,10,0.789903,0.70719
1,5,11,0.794539,0.716764
1,5,12,0.871425,0.811599
1,5,13,0.790297,0.712037
1,5,14,0.794219,0.718871
1,5,15,0.780459,0.69379
1,5,16,0.79139,0.716855
1,5,17,0.789382,0.705407
1,5,18,0.79445,0.726008
1,5,19,0.79546,0.712792
1,5,20,0.792489,0.708725
1,6,1,0.883827,0.777917
1,6,2,0.882289,0.759282
1,6,3,0.841709,0.782769
1,6,4,0.891716,0.784669
1,6,5,0.843468,0.773184
1,6,6,0.832951,0.754058
1,6,7,0.879969,0.804251
1,6,8,0.888641,0.763113
1,6,9,0.891048,0.775975
1,6,10,0.837882,0.767448
1,6,11,0.889525,0.766462
1,6,12,0.873554,0.735966
1,6,13,0.891612,0.8029
1,6,14,0.88826,0.733181
1,6,15,0.830692,0.771146
1,6,16,0.828255,0.758493
1,6,17,0.88384,0.789538
1,6,18,0.885009,0.731576
1,6,19,0.884269,0.764942
1,6,20,0.892641,0.801373
1,7,1,0.898727,0.797203
1,7,2,0.921804,0.804692
1,7,3,0.913903,0.785551
1,7,4,0.920191,0.772255
1,7,5,0.870543,0.747044
1,7,6,0.873846,0.74698
1,7,7,0.92036,0.778308
1,7,8,0.908609,0.784684
1,7,9,0.86944,0.777378
1,7,10,0.918848,0.773726
1,7,11,0.913386,0.800591
1,7,12,0.901697,0.784738
1,7,13,0.924407,0.77666
1,7,14,0.916498,0.766774
1,7,15,0.920322,0.761531
1,7,16,0.918673,0.761843
1,7,17,0.921001,0.7822
1,7,18,0.881549,0.75195
1,7,19,0.90627,0.77066
1,7,20,0.866886,0.761745
1,8,1,0.822612,0.43008
1,8,2,0.746273,0.29072
1,8,3,0.836168,0.464796
1,8,4,0.727572,0.248779
1,8,5,0.740025,0.314433
1,8,6,0.730423,0.329933
1,8,7,0.724122,0.284378
1,8,8,0.72732,0.290374
1,8,9,0.706638,0.285324
1,8,10,0.742181,0.25404
1,8,11,0.718177,0.297079
1,8,12,0.730915,0.260533
1,8,13,0.73242,0.254922
1,8,14,0.740844,0.303217
1,8,15,0.731196,0.257625
1,8,16,0.729571,0.277374
1,8,17,0.738277,0.299284
1,8,18,0.739116,0.30268
1,8,19,0.836842,0.501008
1,8,20,0.732191,0.295545
1,9,1,0.774303,0.840751
1,9,2,0.786599,0.863904
1,9,3,0.775103,0.861624
1,9,4,0.853202,0.871212
1,9,5,0.784938,0.862679
1,9,6,0.787217,0.87825
1,9,7,0.780906,0.863177
1,9,8,0.789058,0.85221
1,9,9,0.779314,0.863639
1,9,10,0.778776,0.871403
1,9,11,0.777004,0.875592
1,9,12,0.773913,0.866982
1,9,13,0.77398,0.851696
1,9,14,0.835702,0.864725
1,9,15,0.789481,0.865208
1,9,16,0.767607,0.87259
1,9,17,0.775084,0.862805
1,9,18,0.78645,0.873966
1,9,19,0.782103,0.862326
1,9,20,0.846281,0.833992
1,10,1,0.883392,0.826966
1,10,2,0.889338,0.834676
1,10,3,0.88874,0.828309
1,10,4,0.888984,0.843917
1,10,5,0.888659,0.845318
1,10,6,0.890015,0.838315
1,10,7,0.889058,0.838811
1,10,8,0.889772,0.83447
1,10,9,0.889404,0.832628
1,10,10,0.878923,0.838291
1,10,11,0.887524,0.834265
1,10,12,0.884403,0.839273
1,10,13,0.88737,0.831718
1,10,14,0.888464,0.833125
1,10,15,0.887373,0.835598
1,10,16,0.888254,0.831794
1,10,17,0.887661,0.832785
1,10,18,0.886902,0.832192
1,10,19,0.88833,0.837154
1,10,20,0.888486,0.831574
1,11,1,0.824119,0.594393
1,11,2,0.826952,0.561767
1,11,3,0.805284,0.65008
1,11,4,0.778779,0.677876
1,11,5,0.81596,0.641294
1,11,6,0.778208,0.675519
1,11,7,0.797932,0.638887
1,11,8,0.769937,0.706552
1,11,9,0.769033,0.685621
1,11,10,0.804974,0.648842
1,11,11,0.799956,0.649676
1,11,12,0.807691,0.642656
1,11,13,0.799539,0.665883
1,11,14,0.829342,0.588194
1,11,15,0.773597,0.693723
1,11,16,0.799996,0.669534
1,11,17,0.794255,0.634327
1,11,18,0.831511,0.588608
1,11,19,0.828669,0.634756
1,11,20,0.709319,0.664126
1,12,1,0.760246,0.739906
1,12,2,0.73765,0.74941
1,12,3,0.756351,0.691347
1,12,4,0.775051,0.73023
1,12,5,0.760514,0.747834
1,12,6,0.759897,0.687924
1,12,7,0.768449,0.745125
1,12,8,0.764172,0.728832
1,12,9,0.771315,0.72125
1,12,10,0.764911,0.732118
1,12,11,0.77114,0.722122
1,12,12,0.766019,0.75937
1,12,13,0.766717,0.708548
1,12,14,0.750781,0.718253
1,12,15,0.76625,0.731974
1,12,16,0.758082,0.713227
1,12,17,0.764637,0.743784
1,12,18,0.766487,0.726066
1,12,19,0.769875,0.717552
1,12,20,0.77607,0.714799
2,1,1,0.861767,0.565623
2,1,2,0.845401,0.549537
2,1,3,0.849157,0.574382
2,1,4,0.868593,0.576407
2,1,5,0.855681,0.558348
2,1,6,0.859685,0.545923
2,1,7,0.868387,0.58859
2,1,8,0.859598,0.575474
2,1,9,0.864025,0.564357
2,1,10,0.847004,0.559559
2,1,11,0.868678,0.582707
2,1,12,0.858807,0.573891
2,1,13,0.818092,0.548002
2,1,14,0.839982,0.567264
2,1,15,0.851606,0.552307
2,1,16,0.8636,0.558527
2,1,17,0.871863,0.599225
2,1,18,0.815605,0.55004
2,1,19,0.869278,0.570574
2,1,20,0.867775,0.569658
2,2,1,0.896944,0.788013
2,2,2,0.901658,0.769177
2,2,3,0.914242,0.779343
2,2,4,0.915588,0.792633
2,2,5,0.925549,0.785876
2,2,6,0.923699,0.784612
2,2,7,0.896221,0.765185
2,2,8,0.91983,0.771095
2,2,9,0.890485,0.750378
2,2,10,0.89385,0.76098
2,2,11,0.907926,0.788787
2,2,12,0.909275,0.829698
2,2,13,0.899178,0.761654
2,2,14,0.909086,0.808621
2,2,15,0.902511,0.793497
2,2,16,0.907978,0.779847
2,2,17,0.903162,0.766765
2,2,18,0.909251,0.791188
2,2,19,0.898838,0.772599
2,2,20,0.92233,0.772046
2,3,1,0.852401,0.790492
2,3,2,0.818544,0.760528
2,3,3,0.827903,0.771915
2,3,4,0.88129,0.846267
2,3,5,0.860929,0.799965
2,3,6,0.877568,0.844021
2,3,7,0.828956,0.772708
2,3,8,0.827307,0.762048
2,3,9,0.879003,0.859899
2,3,10,0.821555,0.765409
2,3,11,0.833147,0.762236
2,3,12,0.833303,0.762771
2,3,13,0.88236,0.86244
2,3,14,0.864951,0.818476
2,3,15,0.854058,0.803228
2,3,16,0.86359,0.797772
2,3,17,0.852442,0.794694
2,3,18,0.856352,0.800315
2,3,19,0.848185,0.825436
2,3,20,0.875113,0.82855
2,4,1,0.874729,0.867301
2,4,2,0.880065,0.865685
2,4,3,0.878845,0.861697
2,4,4,0.874175,0.841371
2,4,5,0.870223,0.866709
2,4,6,0.870817,0.868795
2,4,7,0.86107,0.85826
2,4,8,0.869782,0.869841
2,4,9,0.881088,0.860168
2,4,10,0.875963,0.866837
2,4,11,0.864207,0.857175
2,4,12,0.864805,0.85291
2,4,13,0.881398,0.862939
2,4,14,0.870794,0.866816
2,4,15,0.874066,0.865654
2,4,16,0.870592,0.866728
2,4,17,0.872029,0.867078
2,4,18,0.879364,0.862068
2,4,19,0.87416,0.861393
2,4,20,0.866151,0.865439
2,5,1,0.815316,0.743463
2,5,2,0.831734,0.743941
2,5,3,0.857867,0.808278
2,5,4,0.88376,0.824922
2,5,5,0.893635,0.839603
2,5,6,0.874496,0.822604
2,5,7,0.881782,0.823244
2,5,8,0.883226,0.81685
2,5,9,0.863685,0.807036
2,5,10,0.860355,0.793477
2,5,11,0.890858,0.835603
2,5,12,0.809516,0.722735
2,5,13,0.858021,0.814023
2,5,14,0.890665,0.838598
2,5,15,0.878183,0.819955
2,5,16,0.868765,0.808104
2,5,17,0.823979,0.739011
2,5,18,0.895041,0.831593
2,5,19,0.874754,0.825605
2,5,20,0.88309,0.826819
2,6,1,0.889877,0.767191
2,6,2,0.902355,0.844304
2,6,3,0.904886,0.85575
2,6,4,0.906516,0.804558
2,6,5,0.884093,0.791421
2,6,6,0.890484,0.765561
2,6,7,0.896315,0.792359
2,6,8,0.892247,0.779315
2,6,9,0.905052,0.812055
2,6,10,0.878074,0.810927
2,6,11,0.903846,0.795883
2,6,12,0.870124,0.817872
2,6,13,0.904012,0.809887
2,6,14,0.875159,0.793015
2,6,15,0.877539,0.797905
2,6,16,0.906347,0.804722
2,6,17,0.896053,0.749517
2,6,18,0.888949,0.74888
2,6,19,0.888077,0.788946
2,6,20,0.900525,0.825602
2,7,1,0.929138,0.812651
2,7,2,0.918247,0.831493
2,7,3,0.9304,0.817148
2,7,4,0.923764,0.821941
2,7,5,0.904408,0.79405
2,7,6,0.934762,0.807471
2,7,7,0.929747,0.823472
2,7,8,0.931803,0.807212
2,7,9,0.929067,0.817962
2,7,10,0.896211,0.798339
2,7,11,0.930835,0.792829
2,7,12,0.934111,0.821674
2,7,13,0.931118,0.797019
2,7,14,0.926123,0.789029
2,7,15,0.924529,0.802537
2,7,16,0.924264,0.822667
2,7,17,0.900108,0.807445
2,7,18,0.933286,0.806346
2,7,19,0.922196,0.795722
2,7,20,0.925536,0.779553
2,8,1,0.827181,0.417235
2,8,2,0.858561,0.481251
2,8,3,0.855759,0.565157
2,8,4,0.852338,0.520413
2,8,5,0.840651,0.543443
2,8,6,0.849858,0.507183
2,8,7,0.846714,0.555729
2,8,8,0.854885,0.594956
2,8,9,0.72989,0.294542
2,8,10,0.862476,0.500229
2,8,11,0.814666,0.403558
2,8,12,0.828909,0.47304
2,8,13,0.849718,0.531262
2,8,14,0.80371,0.295869
2,8,15,0.741655,0.303677
2,8,16,0.849213,0.533514
2,8,17,0.826859,0.42062
2,8,18,0.863724,0.527557
2,8,19,0.727855,0.25049
2,8,20,0.845875,0.500377
2,9,1,0.856663,0.894304
2,9,2,0.845681,0.88076
2,9,3,0.8803,0.881412
2,9,4,0.880338,0.886346
2,9,5,0.7821,0.87276
2,9,6,0.83812,0.873482
2,9,7,0.876009,0.877142
2,9,8,0.822475,0.871271
2,9,9,0.87418,0.8952
2,9,10,0.812723,0.876065
2,9,11,0.887511,0.873704
2,9,12,0.813181,0.840567
2,9,13,0.876968,0.814288
2,9,14,0.86851,0.820907
2,9,15,0.820177,0.879559
2,9,16,0.88034,0.876439
2,9,17,0.880131,0.859173
2,9,18,0.834859,0.854836
2,9,19,0.87239,0.855925
2,9,20,0.818392,0.838783
2,10,1,0.90459,0.84333
2,10,2,0.886359,0.832831
2,10,3,0.887793,0.832673
2,10,4,0.907227,0.854703
2,10,5,0.898299,0.835319
2,10,6,0.915422,0.891327
2,10,7,0.893301,0.831868
2,10,8,0.898118,0.833782
2,10,9,0.914021,0.869631
2,10,10,0.905207,0.853497
2,10,11,0.913655,0.879265
2,10,12,0.896877,0.832796
2,10,13,0.896415,0.833223
2,10,14,0.920244,0.847454
2,10,15,0.904896,0.839946
2,10,16,0.896363,0.835586
2,10,17,0.900459,0.838201
2,10,18,0.909207,0.848401
2,10,19,0.899149,0.823791
2,10,20,0.906137,0.841508
2,11,1,0.827381,0.672788
2,11,2,0.811654,0.665376
2,11,3,0.808965,0.694921
2,11,4,0.834061,0.658566
2,11,5,0.823307,0.620072
2,11,6,0.760753,0.684842
2,11,7,0.826634,0.645756
2,11,8,0.827382,0.648765
2,11,9,0.824749,0.675659
2,11,10,0.820305,0.692923
2,11,11,0.827442,0.658087
2,11,12,0.83313,0.649479
2,11,13,0.824557,0.660911
2,11,14,0.829393,0.631376
2,11,15,0.829691,0.648541
2,11,16,0.825749,0.669703
2,11,17,0.840844,0.649696
2,11,18,0.830244,0.613908
2,11,19,0.796828,0.723174
2,11,20,0.81698,0.645656
2,12,1,0.802143,0.690281
2,12,2,0.796716,0.705421
2,12,3,0.793003,0.708865
2,12,4,0.789424,0.730776
2,12,5,0.794686,0.728388
2,12,6,0.797633,0.710261
2,12,7,0.79568,0.68944
2,12,8,0.802689,0.657062
2,12,9,0.79188,0.730132
2,12,10,0.778018,0.735051
2,12,11,0.801989,0.730247
2,12,12,0.79568,0.694426
2,12,13,0.779686,0.719316
2,12,14,0.792961,0.708995
2,12,15,0.79332,0.715106
2,12,16,0.794323,0.684914
2,12,17,0.788935,0.747292
2,12,18,0.782181,0.725439
2,12,19,0.783585,0.716695
2,12,20,0.785311,0.722089
3,1,1,0.878795,0.552168
3,1,2,0.842241,0.563165
3,1,3,0.820191,0.54981
3,1,4,0.864453,0.551377
3,1,5,0.874233,0.52131
3,1,6,0.808509,0.532979
3,1,7,0.840323,0.5497
3,1,8,0.864283,0.558765
3,1,9,0.878147,0.608907
3,1,10,0.861589,0.587698
3,1,11,0.863262,0.561065
3,1,12,0.858718,0.585514
3,1,13,0.849063,0.547437
3,1,14,0.792836,0.528127
3,1,15,0.862293,0.57107
3,1,16,0.879792,0.55029
3,1,17,0.843535,0.563377
3,1,18,0.802327,0.527589
3,1,19,0.867816,0.576629
3,1,20,0.874878,0.57547
3,2,1,0.926279,0.824747
3,2,2,0.912874,0.789024
3,2,3,0.900716,0.774068
3,2,4,0.913395,0.820619
3,2,5,0.927274,0.848718
3,2,6,0.919051,0.799992
3,2,7,0.88341,0.767909
3,2,8,0.909124,0.793318
3,2,9,0.928946,0.828491
3,2,10,0.917428,0.811998
3,2,11,0.911106,0.780339
3,2,12,0.920016,0.779646
3,2,13,0.900861,0.721284
3,2,14,0.929848,0.80662
3,2,15,0.913189,0.816736
3,2,16,0.922632,0.831104
3,2,17,0.909736,0.807749
3,2,18,0.894274,0.761436
3,2,19,0.921636,0.795445
3,2,20,0.91747,0.789424
3,3,1,0.879466,0.834446
3,3,2,0.864826,0.820828
3,3,3,0.887983,0.86202
3,3,4,0.859612,0.79413
3,3,5,0.836789,0.783266
3,3,6,0.898129,0.884768
3,3,7,0.900315,0.877355
3,3,8,0.891908,0.865818
3,3,9,0.904926,0.877843
3,3,10,0.84608,0.826561
3,3,11,0.884283,0.852246
3,3,12,0.892301,0.843479
3,3,13,0.835592,0.778198
3,3,14,0.855116,0.801656
3,3,15,0.840449,0.785185
3,3,16,0.837999,0.780524
3,3,17,0.837518,0.77762
3,3,18,0.839213,0.795752
3,3,19,0.821935,0.75603
3,3,20,0.872633,0.8321
3,4,1,0.850931,0.810948
3,4,2,0.861741,0.86553
3,4,3,0.870163,0.866865
3,4,4,0.878041,0.870631
3,4,5,0.853965,0.8113
3,4,6,0.880111,0.872308
3,4,7,0.883888,0.865309
3,4,8,0.882346,0.866371
3,4,9,0.883889,0.864351
3,4,10,0.869049,0.858615
3,4,11,0.875426,0.869709
3,4,12,0.882515,0.881042
3,4,13,0.882256,0.863729
3,4,14,0.875584,0.86946
3,4,15,0.879861,0.871709
3,4,16,0.884237,0.862472
3,4,17,0.84854,0.822348
3,4,18,0.862708,0.860152
3,4,19,0.868093,0.850487
3,4,20,0.874036,0.863059
3,5,1,0.862935,0.81168
3,5,2,0.887757,0.834337
3,5,3,0.869408,0.832821
3,5,4,0.895726,0.842973
3,5,5,0.894681,0.855344
3,5,6,0.885447,0.837273
3,5,7,0.870019,0.82375
3,5,8,0.806024,0.729477
3,5,9,0.893183,0.860203
3,5,10,0.869248,0.815794
3,5,11,0.877037,0.837726
3,5,12,0.885502,0.855587
3,5,13,0.877817,0.842066
3,5,14,0.879981,0.840822
3,5,15,0.852286,0.798309
3,5,16,0.893311,0.826643
3,5,17,0.847506,0.784827
3,5,18,0.880864,0.847192
3,5,19,0.869244,0.829093
3,5,20,0.879294,0.82424
3,6,1,0.916582,0.80963
3,6,2,0.903658,0.87863
3,6,3,0.890825,0.819523
3,6,4,0.897132,0.85375
3,6,5,0.907653,0.814914
3,6,6,0.912918,0.774678
3,6,7,0.88508,0.783414
3,6,8,0.912664,0.797649
3,6,9,0.90834,0.823223
3,6,10,0.910211,0.831191
3,6,11,0.892384,0.806908
3,6,12,0.875895,0.816879
3,6,13,0.90902,0.8431
3,6,14,0.909951,0.770604
3,6,15,0.913516,0.822159
3,6,16,0.911265,0.844624
3,6,17,0.909653,0.83928
3,6,18,0.89029,0.787685
3,6,19,0.899982,0.799687
3,6,20,0.91269,0.803724
3,7,1,0.93999,0.808895
3,7,2,0.899507,0.828513
3,7,3,0.940757,0.833104
3,7,4,0.935663,0.809167
3,7,5,0.927039,0.81243
3,7,6,0.938475,0.829585
3,7,7,0.936681,0.78987
3,7,8,0.93017,0.867174
3,7,9,0.934684,0.856258
3,7,10,0.907202,0.852857
3,7,11,0.901748,0.847722
3,7,12,0.933629,0.833007
3,7,13,0.941299,0.82189
3,7,14,0.91279,0.838099
3,7,15,0.939216,0.818992
3,7,16,0.937007,0.865524
3,7,17,0.945077,0.817248
3,7,18,0.923201,0.833444
3,7,19,0.935076,0.843677
3,7,20,0.908103,0.830611
3,8,1,0.857799,0.454936
3,8,2,0.844123,0.47945
3,8,3,0.838451,0.431901
3,8,4,0.80631,0.239617
3,8,5,0.848576,0.428706
3,8,6,0.853049,0.475186
3,8,7,0.865938,0.466267
3,8,8,0.865443,0.455905
3,8,9,0.862324,0.494827
3,8,10,0.754014,0.10063
3,8,11,0.808407,0.404957
